event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint
evt-042857,svc-0356,service_account,2026-05-15 01:56:32,10.13.194.176,"Berlin, DE (52.5200, 13.4050)",eng/artifacts/releases,token,26.67,AUTH_OK|fs.list|fs.upload|fs.stat,Debian 12 (container) / fw 6.1.0 / A2:92:4A:78:9D:DA
evt-042904,dev-0480,edge_device,2026-05-15 02:28:56,10.10.246.139,"Bengaluru, IN (12.9716, 77.5946)",iot/telemetry/ingest,token,41.26,AUTH_OK|tel.heartbeat|tel.publish|fw.version|tel.publish|fw.version,Yocto Kirkstone / fw 4.1.12-rt / AC:10:ED:2E:DC:14
evt-042951,svc-0372,service_account,2026-05-15 02:57:43,67.192.56.206,"New York, US (40.7128, -74.0060)",eng/repo/platform-core,certificate,103.65,AUTH_OK|git.push|pr.review|git.fetch|pr.review|git.log|code.search,Debian 12 (container) / fw 6.1.0 / 20:78:73:B4:6E:82
evt-042999,usr-0034,user,2026-05-15 03:24:17,201.159.225.12,"Toronto, CA (43.6532, -79.3832)",warehouse/exports,biometric,586.0,AUTH_OK|fs.read|fs.search|fs.list|fs.read|fs.download|fs.stat|fs.upload,macOS 15 Sequoia / fw 24.1.0 / D2:95:77:DA:0B:31
evt-043046,svc-0374,service_account,2026-05-15 03:55:25,117.200.23.112,"Bengaluru, IN (12.9716, 77.5946)",admin/iam/directory,token,105.84,AUTH_OK|iam.describe|iam.describe|iam.describe|iam.list_roles|iam.list_roles|iam.list_roles,Ubuntu 24.04 (container) / fw 6.8.0 / 48:55:91:84:53:F8
evt-043094,svc-0399,service_account,2026-05-15 04:28:10,10.13.135.126,"Berlin, DE (52.5200, 13.4050)",eng/repo/platform-core,certificate,31.05,AUTH_OK|git.log|code.search|git.log|git.push|git.log,Debian 12 (container) / fw 6.1.0 / 5A:F6:33:89:09:36
evt-043142,usr-0096,user,2026-05-15 04:58:34,67.192.56.206,"New York, US (40.7128, -74.0060)",legal/contracts,biometric,181.76,AUTH_OK|fs.search|fs.stat|fs.list|fs.stat|fs.download|fs.upload|fs.list|fs.upload|fs.list|fs.download|fs.upload|fs.stat|fs.download|fs.list,Fedora 40 / fw 6.8.9 / 4A:99:92:E6:96:22
evt-043189,svc-0409,service_account,2026-05-15 05:21:58,10.17.234.14,"Singapore, SG (1.3521, 103.8198)",db/analytics/sessions,token,64.44,AUTH_OK|db.export|db.count|db.select|db.connect,Alpine 3.20 (container) / fw 6.6.32 / E4:64:EC:84:E3:E9
evt-043236,svc-0385,service_account,2026-05-15 05:44:13,10.14.140.125,"Amsterdam, NL (52.3676, 4.9041)",infra/vault/secrets,token,96.05,AUTH_OK|secret.read|secret.list|secret.read|secret.lease|secret.read|secret.list|secret.read|secret.read,Debian 12 (container) / fw 6.1.0 / E0:7B:15:83:B0:C8
evt-043284,usr-0106,user,2026-05-15 06:12:57,161.50.163.44,"Tokyo, JP (35.6762, 139.6503)",finance/ledger,password,543.52,AUTH_FAIL|AUTH_OK|fs.download|fs.read|fs.upload|fs.read|fs.upload|fs.search,Fedora 40 / fw 6.8.9 / C0:AA:A3:BB:6C:B2
evt-043332,svc-0389,service_account,2026-05-15 06:30:31,10.15.244.28,"New York, US (40.7128, -74.0060)",db/analytics/sessions,certificate,162.23,AUTH_OK|db.export|db.export|db.select|db.explain,Alpine 3.20 (container) / fw 6.6.32 / 26:A1:21:85:CA:EE
evt-043379,dev-0439,edge_device,2026-05-15 06:47:54,10.12.232.78,"London, GB (51.5074, -0.1278)",infra/k8s/prod,certificate,79.88,AUTH_OK|job.run|pod.list|deploy.apply,FreeRTOS 10.6 / fw 10.6.1 / AC:56:03:9E:CD:CD
evt-043427,usr-0312,user,2026-05-15 07:08:38,213.22.228.29,"Mumbai, IN (19.0760, 72.8777)",eng/artifacts/releases,password,102.98,AUTH_OK|fs.download|fs.upload,macOS 15 Sequoia / fw 24.1.0 / A0:18:EC:45:D8:0D
evt-043450,usr-0107,user,2026-05-15 07:19:09,207.74.185.9,"Toronto, CA (43.6532, -79.3832)",corp/mail,password,269.24,AUTH_OK|page.view|doc.edit|search.query|comment.add|page.view,Windows 10 22H2 / fw 10.0.19045 / 74:45:97:D5:CB:55
evt-043475,usr-0150,user,2026-05-15 07:27:36,10.17.26.76,"Singapore, SG (1.3521, 103.8198)",db/prod/telemetry,biometric,888.01,AUTH_OK|db.select|db.describe|db.describe|db.export|db.select|db.connect,Windows 11 23H2 / fw 10.0.22631 / BC:1C:D7:3F:76:E3
evt-043517,usr-0107,user,2026-05-15 07:47:45,207.74.185.9,"Toronto, CA (43.6532, -79.3832)",db/analytics/sessions,password,1016.51,AUTH_OK|db.connect|db.select|db.connect|db.select|db.describe|db.describe|db.describe|db.connect|db.select,Windows 10 22H2 / fw 10.0.19045 / 74:45:97:D5:CB:55
evt-043526,usr-0186,user,2026-05-15 07:51:32,10.10.71.228,"Bengaluru, IN (12.9716, 77.5946)",eng/repo/watchtower,password,808.4,AUTH_OK|git.clone|git.clone|git.fetch|code.search|git.push|git.fetch,Windows 10 22H2 / fw 10.0.19045 / 6A:25:6C:61:BE:FA
evt-043574,dev-0491,edge_device,2026-05-15 08:08:20,10.11.74.243,"Hyderabad, IN (17.3850, 78.4867)",ot/historian,token,60.96,AUTH_OK|db.count|db.count|db.export|db.count,Zephyr RTOS 3.6 / fw 3.6.0 / C2:72:12:20:CA:17
evt-043622,svc-0370,service_account,2026-05-15 08:21:23,10.13.115.252,"Berlin, DE (52.5200, 13.4050)",hr/records,token,92.21,AUTH_OK|fs.list|fs.list|fs.stat,Ubuntu 24.04 (container) / fw 6.8.0 / 12:18:4C:E0:7D:A2
evt-043670,svc-0412,service_account,2026-05-15 08:40:21,10.13.168.211,"Berlin, DE (52.5200, 13.4050)",admin/iam/directory,token,163.43,AUTH_OK|iam.list_roles|iam.list_roles|iam.whoami|iam.whoami|iam.list_roles,Ubuntu 24.04 (container) / fw 6.8.0 / CC:13:A2:97:FC:72
evt-043720,svc-0378,service_account,2026-05-15 08:55:28,10.10.238.27,"Bengaluru, IN (12.9716, 77.5946)",infra/monitoring,token,92.17,AUTH_OK|page.view|http.get|doc.edit|comment.add,RHEL 9 (vm) / fw 5.14.0 / 5A:E6:CD:14:C0:40
evt-043769,usr-0035,user,2026-05-15 09:07:24,63.187.238.1,"Bogota, CO (4.7110, -74.0721)",finance/ledger,password,426.59,AUTH_FAIL|AUTH_OK|fs.read|fs.search|fs.stat|fs.read|fs.stat|fs.read|fs.search|fs.download|fs.upload|fs.stat|fs.search,Fedora 40 / fw 6.8.9 / 5E:93:2C:DB:04:75
evt-043818,usr-0105,user,2026-05-15 09:20:07,190.236.97.74,"Mexico City, MX (19.4326, -99.1332)",ot/scada/hmi,token,1459.86,AUTH_FAIL|AUTH_FAIL|AUTH_OK|fw.version|tel.batch|tel.publish|tel.batch|tel.heartbeat|fw.version|tel.heartbeat|fw.version|tel.batch|tel.batch|cfg.pull,Fedora 40 / fw 6.8.9 / 90:FD:D5:37:E0:6D
evt-043866,usr-0306,user,2026-05-15 09:34:14,10.13.216.60,"Berlin, DE (52.5200, 13.4050)",db/prod/customers,password,365.17,AUTH_OK|db.count|db.select|db.select|db.export,Fedora 40 / fw 6.8.9 / 2A:76:31:D4:3C:E2
evt-043913,svc-0363,service_account,2026-05-15 09:44:37,10.17.182.68,"Singapore, SG (1.3521, 103.8198)",vpn/gateway,certificate,108.25,AUTH_OK|vpn.disconnect|vpn.connect|route.show|vpn.connect,RHEL 9 (vm) / fw 5.14.0 / 7A:A3:FF:50:D5:28
evt-043960,usr-0013,user,2026-05-15 09:54:13,223.106.88.61,"Seoul, KR (37.5665, 126.9780)",db/prod/customers,password,446.29,AUTH_OK|db.export|db.count|db.select|db.describe|db.connect,macOS 15 Sequoia / fw 24.1.0 / C8:46:E7:ED:03:B5
evt-044007,svc-0360,service_account,2026-05-15 10:05:51,10.10.169.99,"Bengaluru, IN (12.9716, 77.5946)",warehouse/exports,biometric,50.16,AUTH_OK|fs.read|fs.list|fs.list,Alpine 3.20 (container) / fw 6.6.32 / EA:BD:9D:B1:A6:49
evt-044056,dev-0455,edge_device,2026-05-15 10:19:31,10.17.117.125,"Singapore, SG (1.3521, 103.8198)",ot/historian,token,45.49,AUTH_OK|db.explain|db.connect|db.connect|db.connect|db.count,Zephyr RTOS 3.6 / fw 3.6.0 / 62:C0:DA:01:DC:46
evt-044103,usr-0006,user,2026-05-15 10:27:50,197.3.36.231,"Paris, FR (48.8566, 2.3522)",finance/ledger,password,2343.62,AUTH_OK|fs.stat|fs.read|fs.download|fs.upload|fs.list|fs.download,Windows 10 22H2 / fw 10.0.19045 / D8:EB:EE:FE:E7:A9
evt-044151,dev-0431,edge_device,2026-05-15 10:38:35,10.11.7.134,"Hyderabad, IN (17.3850, 78.4867)",eng/artifacts/releases,certificate,36.63,AUTH_OK|fs.download|fs.stat|fs.stat,FreeRTOS 10.6 / fw 10.6.1 / 42:CD:18:DC:34:8C
evt-044201,usr-0009,user,2026-05-15 10:48:09,210.8.192.54,"London, GB (51.5074, -0.1278)",db/analytics/sessions,token,159.3,AUTH_FAIL|AUTH_FAIL|AUTH_OK|db.describe|db.describe|db.describe|db.connect,Windows 10 22H2 / fw 10.0.19045 / F8:52:AE:F0:81:60
evt-044250,usr-0301,user,2026-05-15 10:59:47,118.81.54.97,"Tel Aviv, IL (32.0853, 34.7818)",eng/repo/edge-firmware,password,333.45,AUTH_OK|git.clone|pr.review|git.fetch|git.push|pr.review,Windows 10 22H2 / fw 10.0.19045 / 90:0C:31:F0:27:00
evt-044298,usr-0094,user,2026-05-15 11:10:49,193.227.63.200,"Dubai, AE (25.2048, 55.2708)",legal/contracts,certificate,3337.54,AUTH_OK|fs.read|fs.stat|fs.upload|fs.stat|fs.download|fs.search|fs.stat|fs.stat|fs.search|fs.upload|fs.read,Windows 11 23H2 / fw 10.0.22631 / 62:71:F1:31:AF:90
evt-044347,usr-0026,user,2026-05-15 11:21:11,10.13.10.104,"Berlin, DE (52.5200, 13.4050)",eng/ci/build-runner,password,1363.35,AUTH_OK|pod.list|pod.logs|pod.list|job.run|job.run|pod.logs|node.describe|job.run|deploy.apply|pod.exec|pod.list,Windows 11 23H2 / fw 10.0.22631 / 14:74:9D:19:92:ED
evt-044352,usr-0107,user,2026-05-15 11:22:22,207.74.185.9,"Toronto, CA (43.6532, -79.3832)",db/analytics/sessions,biometric,277.42,AUTH_OK|db.select|db.connect|db.describe|db.export,Windows 10 22H2 / fw 10.0.19045 / 74:45:97:D5:CB:55
evt-044380,usr-0107,user,2026-05-15 11:31:39,207.74.185.9,"Toronto, CA (43.6532, -79.3832)",eng/repo/edge-firmware,password,147.66,AUTH_OK|code.search|git.clone|git.push|git.push|git.clone|git.fetch,Windows 10 22H2 / fw 10.0.19045 / 74:45:97:D5:CB:55
evt-044394,dev-0495,edge_device,2026-05-15 11:35:09,10.15.98.128,"New York, US (40.7128, -74.0060)",db/prod/telemetry,certificate,12.69,AUTH_OK|db.describe,BuildRoot 2024.02 / fw 5.10.198 / EE:88:68:CF:C3:62
evt-044441,svc-0346,service_account,2026-05-15 11:46:24,10.16.36.1,"Austin, US (30.2672, -97.7431)",db/analytics/events,certificate,39.79,AUTH_OK|db.select|db.describe|db.connect|db.explain|db.select|db.describe|db.connect|db.explain|db.describe|db.select|db.select,Alpine 3.20 (container) / fw 6.6.32 / E6:11:D2:64:93:6E
evt-044457,dev-0427,edge_device,2026-05-15 11:51:04,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",eng/ci/build-runner,certificate,18.89,AUTH_OK|host.discover|node.describe|job.run|pod.list|pod.list|job.run|pod.logs|deploy.apply,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-044490,usr-0314,user,2026-05-15 11:58:01,215.14.219.115,"Dubai, AE (25.2048, 55.2708)",ot/historian,password,534.68,AUTH_OK|db.count|db.describe|db.describe|db.select|db.select|db.explain|db.connect,macOS 14 Sonoma / fw 23.5.0 / 94:25:11:67:D5:D5
evt-044540,usr-0047,user,2026-05-15 12:13:24,10.16.115.176,"Austin, US (30.2672, -97.7431)",admin/iam/directory,password,256.29,AUTH_OK|iam.describe|iam.whoami|iam.list_roles|iam.list_roles|iam.list_roles|iam.describe,macOS 14 Sonoma / fw 23.5.0 / C4:4E:F2:DD:65:44
evt-044548,dev-0427,edge_device,2026-05-15 12:15:52,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",eng/repo/watchtower,certificate,18.33,AUTH_OK|iam.list_roles|git.fetch|pr.review|git.clone|pr.review|code.search|pr.review|git.push|code.search,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-044593,usr-0199,user,2026-05-15 12:27:57,223.167.72.197,"Seattle, US (47.6062, -122.3321)",eng/ci/build-runner,password,838.28,AUTH_OK|pod.exec|job.run|job.run|node.describe|job.run,Fedora 40 / fw 6.8.9 / 4C:0D:2A:DB:99:40
evt-044642,dev-0452,edge_device,2026-05-15 12:38:59,10.12.9.122,"London, GB (51.5074, -0.1278)",infra/vault/secrets,certificate,45.33,AUTH_OK|secret.list|secret.list|secret.read|secret.lease|policy.read,BuildRoot 2024.02 / fw 5.10.198 / 0A:18:C6:04:8D:59
evt-044662,dev-0427,edge_device,2026-05-15 12:43:47,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",iot/telemetry/ingest,certificate,30.45,AUTH_OK|share.enumerate|tel.heartbeat|tel.publish|fw.version,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-044709,usr-0094,user,2026-05-15 12:50:15,193.227.63.200,"Dubai, AE (25.2048, 55.2708)",legal/contracts,password,626.17,AUTH_OK|fs.stat|fs.download|fs.download|fs.list|fs.list|fs.search|fs.stat|fs.upload|fs.upload,Windows 11 23H2 / fw 10.0.22631 / 62:71:F1:31:AF:90
evt-044726,dev-0427,edge_device,2026-05-15 12:54:54,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",db/analytics/events,certificate,25.73,AUTH_OK|iam.list_roles|db.explain|db.connect|db.describe|db.describe|db.describe,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-044760,usr-0007,user,2026-05-15 13:01:33,200.39.157.45,"Seoul, KR (37.5665, 126.9780)",infra/k8s/staging,password,63.81,AUTH_OK|deploy.apply|deploy.apply|pod.exec,Windows 10 22H2 / fw 10.0.19045 / BA:E8:77:CC:30:3E
evt-044809,svc-0338,service_account,2026-05-15 13:15:23,10.17.181.195,"Singapore, SG (1.3521, 103.8198)",db/prod/customers,token,37.22,AUTH_OK|db.export|db.describe|db.connect|db.export|db.describe,RHEL 9 (vm) / fw 5.14.0 / 74:9B:18:21:B3:E9
evt-044829,dev-0427,edge_device,2026-05-15 13:22:21,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",vpn/gateway,certificate,35.5,AUTH_OK|net.scan|iam.list_roles|vpn.status|route.show|vpn.disconnect|vpn.status|route.show,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-044859,usr-0028,user,2026-05-15 13:32:11,201.134.33.156,"Sydney, AU (-33.8688, 151.2093)",infra/monitoring,token,1652.6,AUTH_OK|search.query|http.get|http.get|doc.edit|http.get|page.view|doc.edit,macOS 15 Sequoia / fw 24.1.0 / 90:FA:DE:0D:53:64
evt-044907,usr-0307,user,2026-05-15 13:45:26,174.31.20.25,"Chicago, US (41.8781, -87.6298)",eng/ci/build-runner,token,5248.26,AUTH_OK|deploy.apply|deploy.apply|deploy.apply|pod.logs|pod.list|pod.exec|job.run,Windows 11 23H2 / fw 10.0.22631 / A2:CE:93:49:41:C0
evt-044957,usr-0201,user,2026-05-15 13:58:38,183.88.235.229,"San Jose, US (37.3382, -121.8863)",finance/ledger,password,125.14,AUTH_FAIL|AUTH_FAIL|AUTH_OK|fs.download|fs.stat|fs.list|fs.list|fs.search|fs.stat|fs.stat,Ubuntu 22.04 LTS / fw 5.15.0 / 0E:DA:A4:A2:BB:31
evt-044970,dev-0427,edge_device,2026-05-15 14:01:06,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",db/analytics/sessions,certificate,17.07,AUTH_OK|share.enumerate|db.select|db.connect,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-045004,dev-0427,edge_device,2026-05-15 14:13:29,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",warehouse/exports,certificate,26.79,AUTH_OK|iam.list_roles|fs.list|fs.stat|fs.search|fs.list|fs.list|fs.stat|fs.upload|fs.download,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-045007,svc-0385,service_account,2026-05-15 14:14:55,10.14.140.125,"Amsterdam, NL (52.3676, 4.9041)",vpn/gateway,token,143.32,AUTH_OK|route.show|route.show|vpn.connect|route.show|vpn.status,Debian 12 (container) / fw 6.1.0 / E0:7B:15:83:B0:C8
evt-045032,dev-0427,edge_device,2026-05-15 14:21:11,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",iot/fleet/registry,certificate,33.29,AUTH_OK|iam.list_roles|net.scan|tel.heartbeat|tel.batch|tel.heartbeat|tel.heartbeat|tel.heartbeat|tel.heartbeat|cfg.pull,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-045046,dev-0427,edge_device,2026-05-15 14:25:29,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",eng/repo/edge-firmware,certificate,34.08,AUTH_OK|iam.whoami|iam.whoami|git.fetch|git.log|git.fetch|git.fetch,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-045059,usr-0229,user,2026-05-15 14:29:20,37.128.232.156,"Seoul, KR (37.5665, 126.9780)",infra/k8s/prod,certificate,405.09,AUTH_OK|node.describe|pod.exec|job.run|pod.list|deploy.apply|job.run|pod.logs|job.run,Windows 11 23H2 / fw 10.0.22631 / 12:38:F2:2E:4D:73
evt-045067,dev-0427,edge_device,2026-05-15 14:32:10,10.13.127.202,"Berlin, DE (52.5200, 13.4050)",db/prod/transactions,certificate,29.42,AUTH_OK|host.discover|iam.list_roles|iam.list_roles|db.count|db.select|db.describe|db.explain|db.select,Zephyr RTOS 3.6 / fw 3.6.0 / C6:5F:7D:BF:89:14
evt-045110,usr-0112,user,2026-05-15 14:47:01,10.14.36.200,"Amsterdam, NL (52.3676, 4.9041)",db/prod/customers,biometric,187.38,AUTH_OK|db.export|db.connect|db.export|db.export,Ubuntu 22.04 LTS / fw 5.15.0 / 62:24:2A:11:A8:9D
evt-045158,dev-0453,edge_device,2026-05-15 15:04:03,10.12.96.169,"London, GB (51.5074, -0.1278)",iot/firmware/ota,password,9.96,AUTH_OK|cfg.pull|cfg.pull|cfg.pull|tel.heartbeat,Yocto Kirkstone / fw 4.1.12-rt / 4C:D5:48:6D:00:3F
evt-045207,usr-0302,user,2026-05-15 15:25:42,133.147.231.74,"Seattle, US (47.6062, -122.3321)",warehouse/exports,password,977.94,AUTH_OK|fs.search|fs.upload|fs.download|fs.search|fs.list|fs.list|fs.download,Windows 10 22H2 / fw 10.0.19045 / 0A:35:99:25:0A:FB
evt-045258,usr-0323,user,2026-05-15 15:47:31,197.189.195.171,"Paris, FR (48.8566, 2.3522)",corp/mail,biometric,4919.48,AUTH_OK|doc.edit|search.query|search.query|comment.add|comment.add,macOS 14 Sonoma / fw 23.5.0 / 56:F4:42:24:22:A0
evt-045308,svc-0334,service_account,2026-05-15 16:04:38,10.16.60.90,"Austin, US (30.2672, -97.7431)",db/analytics/sessions,certificate,34.68,AUTH_OK|db.export|db.select|db.connect,Debian 12 (container) / fw 6.1.0 / BC:C8:45:52:25:A7
evt-045355,usr-0058,user,2026-05-15 16:22:34,10.14.152.22,"Amsterdam, NL (52.3676, 4.9041)",eng/repo/edge-firmware,password,569.71,AUTH_OK|code.search|git.push|code.search|git.log|pr.review|git.log|git.log|pr.review|git.clone|net.scan,Windows 11 23H2 / fw 10.0.22631 / 76:E1:AF:62:9F:35
evt-045403,usr-0055,user,2026-05-15 16:39:44,10.13.50.132,"Berlin, DE (52.5200, 13.4050)",vpn/gateway,password,2854.72,AUTH_OK|vpn.disconnect|route.show|vpn.disconnect|vpn.status|vpn.disconnect|vpn.disconnect|vpn.disconnect|vpn.connect,Windows 11 23H2 / fw 10.0.22631 / EA:B4:64:B2:39:9B
evt-045451,dev-0433,edge_device,2026-05-15 16:58:42,10.11.205.155,"Hyderabad, IN (17.3850, 78.4867)",infra/monitoring,certificate,30.93,AUTH_OK|page.view|page.view|doc.edit|search.query,FreeRTOS 10.6 / fw 10.6.1 / 04:01:D1:1F:3D:08
evt-045500,dev-0431,edge_device,2026-05-15 17:23:00,10.11.7.134,"Hyderabad, IN (17.3850, 78.4867)",infra/monitoring,certificate,21.33,AUTH_FAIL|AUTH_FAIL|AUTH_OK|search.query|doc.edit|page.view|comment.add,FreeRTOS 10.6 / fw 10.6.1 / 42:CD:18:DC:34:8C
evt-045549,svc-0328,service_account,2026-05-15 17:49:00,10.13.118.163,"Berlin, DE (52.5200, 13.4050)",db/prod/telemetry,certificate,53.28,AUTH_OK|db.describe|db.describe|db.explain|db.count|db.export|db.select|db.explain|db.export,Alpine 3.20 (container) / fw 6.6.32 / DE:16:D5:4D:71:F4
evt-045598,usr-0259,user,2026-05-15 18:07:19,85.155.182.184,"Tel Aviv, IL (32.0853, 34.7818)",eng/artifacts/releases,token,189.64,AUTH_OK|fs.upload|fs.read|fs.upload,Fedora 40 / fw 6.8.9 / 08:AE:A2:3B:66:09
evt-045646,svc-0414,service_account,2026-05-15 18:31:03,10.15.65.110,"New York, US (40.7128, -74.0060)",infra/monitoring,token,90.25,AUTH_OK|comment.add|doc.edit|search.query|search.query|doc.edit|http.get,Debian 12 (container) / fw 6.1.0 / 64:CC:1F:BA:92:C3
evt-045695,usr-0048,user,2026-05-15 18:57:15,10.17.214.13,"Singapore, SG (1.3521, 103.8198)",eng/repo/watchtower,password,1647.48,AUTH_OK|git.log|git.clone|git.fetch|git.clone|git.push,macOS 15 Sequoia / fw 24.1.0 / 42:F1:D5:19:C7:75
evt-045743,usr-0293,user,2026-05-15 19:18:41,10.13.106.11,"Berlin, DE (52.5200, 13.4050)",eng/repo/platform-core,password,351.6,AUTH_OK|git.clone|git.fetch|pr.review|git.log,macOS 15 Sequoia / fw 24.1.0 / 7C:D2:6B:73:E3:AF
evt-045790,svc-0406,service_account,2026-05-15 19:43:04,10.11.20.55,"Hyderabad, IN (17.3850, 78.4867)",eng/repo/edge-firmware,token,64.18,AUTH_OK|pr.review|git.push|git.clone|code.search,RHEL 9 (vm) / fw 5.14.0 / 80:E2:7C:F5:3B:11
evt-045837,dev-0461,edge_device,2026-05-15 20:09:43,10.10.136.253,"Bengaluru, IN (12.9716, 77.5946)",vpn/gateway,token,38.73,AUTH_OK|route.show|vpn.disconnect|vpn.disconnect|route.show|route.show,FreeRTOS 10.6 / fw 10.6.1 / 48:2B:9A:6C:56:B2
evt-045884,dev-0455,edge_device,2026-05-15 20:39:36,10.17.117.125,"Singapore, SG (1.3521, 103.8198)",iot/fleet/registry,token,19.04,AUTH_OK|tel.heartbeat|fw.version|tel.batch|tel.publish,Zephyr RTOS 3.6 / fw 3.6.0 / 62:C0:DA:01:DC:46
evt-045931,svc-0424,service_account,2026-05-15 21:02:26,10.13.166.70,"Berlin, DE (52.5200, 13.4050)",db/analytics/sessions,token,85.7,AUTH_OK|db.explain|db.explain,Debian 12 (container) / fw 6.1.0 / BA:65:C7:D2:81:F1
evt-045978,dev-0466,edge_device,2026-05-15 21:35:05,10.17.85.26,"Singapore, SG (1.3521, 103.8198)",infra/vault/secrets,certificate,33.27,AUTH_OK|secret.lease|secret.read,FreeRTOS 10.6 / fw 10.6.1 / 18:C2:DD:90:EE:1E
evt-046025,dev-0453,edge_device,2026-05-15 22:03:48,10.12.96.169,"London, GB (51.5074, -0.1278)",iot/firmware/ota,certificate,19.6,AUTH_OK|cfg.pull|tel.heartbeat,Yocto Kirkstone / fw 4.1.12-rt / 4C:D5:48:6D:00:3F
evt-046073,svc-0402,service_account,2026-05-15 22:34:47,10.16.96.171,"Austin, US (30.2672, -97.7431)",eng/repo/platform-core,token,35.16,AUTH_OK|git.push|code.search|git.fetch|pr.review|pr.review|git.log|pr.review,Ubuntu 24.04 (container) / fw 6.8.0 / F0:C4:0A:CB:81:36
evt-046120,usr-0104,user,2026-05-15 23:00:56,23.75.43.66,"Seattle, US (47.6062, -122.3321)",admin/iam/directory,password,1296.28,AUTH_OK|iam.describe|iam.describe|iam.list_users|iam.list_users|iam.list_roles|iam.list_users|iam.whoami|iam.whoami|iam.whoami|iam.whoami,Windows 11 23H2 / fw 10.0.22631 / 64:B4:87:5D:EE:49
evt-046167,svc-0373,service_account,2026-05-15 23:37:14,10.10.247.247,"Bengaluru, IN (12.9716, 77.5946)",db/prod/telemetry,token,56.19,AUTH_OK|db.select|db.count|db.connect|db.select|db.connect,Ubuntu 24.04 (container) / fw 6.8.0 / 48:D8:4D:22:6C:FB
evt-046214,dev-0464,edge_device,2026-05-16 00:20:12,10.14.168.128,"Amsterdam, NL (52.3676, 4.9041)",infra/k8s/staging,password,32.12,AUTH_OK|deploy.apply|job.run|pod.logs|deploy.apply|deploy.apply|pod.exec,Yocto Kirkstone / fw 4.1.12-rt / F8:6C:13:3B:F9:A0
evt-046262,dev-0464,edge_device,2026-05-16 01:02:31,10.14.168.128,"Amsterdam, NL (52.3676, 4.9041)",infra/vault/secrets,password,14.52,AUTH_OK|secret.read|secret.lease|secret.read,Yocto Kirkstone / fw 4.1.12-rt / F8:6C:13:3B:F9:A0
evt-046310,svc-0381,service_account,2026-05-16 01:37:38,10.11.183.217,"Hyderabad, IN (17.3850, 78.4867)",corp/mail,token,190.16,AUTH_OK|search.query|comment.add|comment.add|doc.edit|comment.add,RHEL 9 (vm) / fw 5.14.0 / 36:54:3E:B6:8C:A6
evt-046359,svc-0412,service_account,2026-05-16 02:18:47,10.13.168.211,"Berlin, DE (52.5200, 13.4050)",infra/monitoring,token,129.41,AUTH_OK|http.get|page.view|comment.add|comment.add|doc.edit,RHEL 9 (vm) / fw 5.14.0 / 02:87:0E:66:AF:94
evt-046406,svc-0369,service_account,2026-05-16 02:56:21,10.16.168.148,"Austin, US (30.2672, -97.7431)",warehouse/exports,token,90.6,AUTH_OK|fs.upload|fs.search|fs.upload|fs.read,RHEL 9 (vm) / fw 5.14.0 / 0C:84:8E:2F:61:B7
evt-046453,dev-0467,edge_device,2026-05-16 03:25:02,10.12.114.120,"London, GB (51.5074, -0.1278)",infra/vault/secrets,certificate,24.97,AUTH_OK|secret.read|policy.read|secret.lease,FreeRTOS 10.6 / fw 10.6.1 / 0E:A8:AF:1D:C6:FE
evt-046500,svc-0395,service_account,2026-05-16 03:55:13,10.12.140.61,"London, GB (51.5074, -0.1278)",admin/iam/directory,token,80.72,AUTH_OK|iam.describe|iam.describe|iam.list_users|iam.list_roles|iam.describe|iam.list_users|iam.list_roles|iam.whoami,Alpine 3.20 (container) / fw 6.6.32 / AA:A9:79:AA:90:9B
evt-046548,svc-0331,service_account,2026-05-16 04:48:57,10.17.62.76,"Singapore, SG (1.3521, 103.8198)",warehouse/exports,token,55.61,AUTH_FAIL|AUTH_OK|fs.download|fs.stat|fs.stat|fs.upload|fs.stat|fs.upload,Ubuntu 24.04 (container) / fw 6.8.0 / E6:3E:4A:D8:B8:DB
